GeneID:100495364,XM_002936087.5,XP_002936133.2,st6galnac3,A0A803K5Q6,st6galnac3
GeneID:105947410,XM_012963603.3,XP_012819057.2,LOC105947410,A0A803K8D0,LOC105947410
GeneID:100493885,XM_031901875.1,XP_031757735.1,LOC100493885,A0A803KHR8,LOC100493885
GeneID:594903,NM_001030352.1,NP_001025523.1,hnrnpd,A0A803KL05,hnrnpd
GeneID:549165,NM_001016411.2,NP_001016411.1,tmem33,A0A8J0PHS2,tmem33
GeneID:549829,NM_001017075.2,NP_001017075.1,atp6v1d,A0A8J0PIY7,atp6v1d
GeneID:447988,NM_001199496.1,NP_001186425.1,naa35,A0A8J0QG66,naa35
GeneID:100487611,XM_002935280.5,XP_002935326.1,cavin4,A0A8J0QMP9,cavin4
GeneID:100493125,XM_002937668.5,XP_002937714.1,mindy2,A0A8J0QU02,mindy2
GeneID:100497738,XM_004910363.4,XP_004910420.1,LOC100497738,A0A8J0QUN1,LOC100497738
GeneID:100486536,XM_012971468.3,XP_012826922.1,tm9sf1,A0A8J0QVA7,tm9sf1
GeneID:100487315,XM_002940124.5,XP_002940170.3,tmem116,A0A8J0QWJ9,tmem116
GeneID:100495938,XM_002942901.5,XP_002942947.3,rbm20,A0A8J0QYF5,rbm20
GeneID:101731067,XM_004919271.4,XP_004919328.1,LOC101731067,A0A8J0R447,LOC101731067
GeneID:100493959,XM_004919540.4,XP_004919597.1,LOC100493959,A0A8J0R7Q0,LOC100493959
GeneID:105945410,XM_012953320.3,XP_012808774.1,LOC105945410,A0A8J0S5Q6,LOC105945410
GeneID:100491826,XM_012963820.3,XP_012819274.1,LOC100491826,A0A8J0SF23,LOC100491826
GeneID:100486468,XM_012959675.3,XP_012815129.1,tenm2,A0A8J0SGK4,tenm2
GeneID:100489483,XM_018090145.2,XP_017945634.1,LOC100489483,A0A8J0SQR9,LOC100489483
GeneID:780031,XM_031901789.1,XP_031757649.1,slc12a6,A0A8J0SS17,slc12a6
GeneID:116406427,XM_018089632.2,XP_017945121.1,LOC116406427,A0A8J0SZX1,LOC116406427
GeneID:105945589,XM_018096465.2,XP_017951954.1,LOC105945589,A0A8J0T573,LOC105945589
GeneID:108648391,XM_031891174.1,XP_031747034.1,LOC108648391,A0A8J1IN87,LOC108648391
GeneID:101730405,XM_031891782.1,XP_031747642.1,LOC101730405,A0A8J1IPW7,LOC101730405
GeneID:100216251,XM_031891295.1,XP_031747155.1,syne2,A0A8J1IQZ0,syne2
GeneID:116407617,XM_031893294.1,XP_031749154.1,npipb11,A0A8J1IU78,npipb11
GeneID:101730829,XM_031894204.1,XP_031750064.1,LOC101730829,A0A8J1IWU1,LOC101730829
GeneID:100485754,XM_031894542.1,XP_031750402.1,atad5,A0A8J1IXS0,atad5
GeneID:100216277,XM_031896564.1,XP_031752424.1,ino80b,A0A8J1J3J3,ino80b
GeneID:100491007,XM_031896890.1,XP_031752750.1,asap3,A0A8J1J6U6,asap3
GeneID:100135167,XM_031899048.1,XP_031754908.1,usp6nl,A0A8J1JAL2,usp6nl
GeneID:116409637,XM_031898365.1,XP_031754225.1,LOC116409637,A0A8J1JB24,LOC116409637
GeneID:101732997,XM_031899076.1,XP_031754936.1,LOC101732997,A0A8J1JE64,LOC101732997
GeneID:116410406,XM_031900804.1,XP_031756664.1,LOC116410406,A0A8J1JFL3,LOC116410406
GeneID:116410326,XM_031900576.1,XP_031756436.1,LOC116410326,A0A8J1JIE4,LOC116410326
GeneID:108647348,XM_031900591.1,XP_031756451.1,LOC108647348,A0A8J1JIG0,LOC108647348
GeneID:108647613,XM_031902728.1,XP_031758588.1,LOC108647613,A0A8J1JL32,LOC108647613
GeneID:116411124,XM_031903125.1,XP_031758985.1,LOC116411124,A0A8J1JPM4,LOC116411124
GeneID:116411568,XM_031904044.1,XP_031759904.1,LOC116411568,A0A8J1JPU7,LOC116411568
GeneID:105947542,XM_031904573.1,XP_031760433.1,LOC105947542,A0A8J1JRB2,LOC105947542
GeneID:100496502,XM_031906132.1,XP_031761992.1,pax7,A0A8J1JVS7,pax7
GeneID:105946575,XM_031905635.1,XP_031761495.1,LOC105946575,A0A8J1JWT8,LOC105946575
GeneID:100490830,XM_031906100.1,XP_031761960.1,fpr3,A0A8J1JY46,fpr3
GeneID:100037880,XM_031892433.1,XP_031748293.1,c2orf76,A0A8J1IRR7,c2orf76
GeneID:549411,XM_031895982.1,XP_031751842.1,ptrh2,A4IGX7,LOC549411
GeneID:100038306,XM_012956244.3,XP_012811698.1,LOC100038306,A4IH21,XB5805949
GeneID:100038128,NM_001110044.1,NP_001103514.1,sec61b,A4IHP5,sec61b
GeneID:100125074,XM_012967890.3,XP_012823344.1,gskip,A4IIW5,gskip
GeneID:100125150,NM_001103047.1,NP_001096517.1,atp6v1g3,A4QNE9,atp6v1g3
GeneID:100125189,NM_001103075.1,NP_001096545.1,plk2,A4QNQ0,plk2
GeneID:100125115,NM_001114242.1,NP_001107714.1,cxcl14,A8E4U7,cxcl14
GeneID:100145129,NM_001126638.1,NP_001120110.1,pak5,B0JYZ1,pak5
GeneID:100302008,NM_001161633.1,NP_001155105.1,trpm8,C5IJY7,trpm8
GeneID:100487930,XM_002932617.5,XP_002932663.3,exo1,F6RPI0,exo1
GeneID:100486079,XM_031897041.1,XP_031752901.1,col4a2,F6TF09,col4a2
GeneID:100493043,XM_002933045.5,XP_002933091.2,emb,F6XYC8,emb
GeneID:100488826,XM_002933831.5,XP_002933877.3,mmp28,F7AQH9,mmp28
GeneID:613059,XM_002933086.5,XP_002933132.1,sema3c,F7AQT4,sema3c
GeneID:100495055,XM_002933299.5,XP_002933345.1,macc1,F7BDD7,macc1
GeneID:100127724,XM_031901483.1,XP_031757343.1,pnoc,F7CDP5,pnoc
GeneID:100135720,XM_012962692.3,XP_012818146.1,prkce,F7D0A4,prkce
GeneID:100379724,XM_012963457.3,XP_012818911.1,greb1,F7D1Y3,greb1
GeneID:100124973,XM_012956294.3,XP_012811748.1,maneal,F7DEL9,prkacb
GeneID:100127802,XM_002933841.5,XP_002933887.1,icmt,F7EBZ7,icmt
GeneID:780139,NM_001079214.1,NP_001072682.1,art1,Q08CZ9,art1
GeneID:779452,XM_018096299.2,XP_017951788.2,slain2l,B2GTY8,slain2l
GeneID:550059,NM_001017305.2,NP_001017305.1,ppm1h,Q28DF4,ppm1h
GeneID:548703,XM_012970398.3,XP_012825852.1,chst12,Q28E26,chst12
GeneID:549251,NM_001016497.2,NP_001016497.1,lman1l,Q28HN5,lman1l
GeneID:549311,NM_001016557.2,NP_001016557.1,scarb2,Q28HW5,scarb2
GeneID:613073,NM_001032310.1,NP_001027481.1,vangl2,Q4VBG5,vangl2
GeneID:448227,NM_001004887.2,NP_001004887.2,alb,Q5CZZ1,alb
GeneID:493333,NM_001007959.1,NP_001007960.1,qrich1,Q66KB6,qrich1
GeneID:448676,NM_001005098.2,NP_001005098.1,acot13,Q6DER5,acot13
GeneID:448391,NM_001004967.1,NP_001004967.1,gata3,Q6DIQ6,gata3
GeneID:448206,XM_012959329.3,XP_012814783.1,dcaf11,Q6DJB8,dcaf11
GeneID:549666,XM_012964757.3,XP_012820211.1,ssr1,Q6NVB4,ssr1
GeneID:394896,NM_203951.1,NP_989282.1,yif1b,Q6P301,yif1b
GeneID:394471,XM_012958023.3,XP_012813477.1,emc4,Q6PBF7,emc4
GeneID:548380,XM_002935612.5,XP_002935658.3,crp.3,A0A6I8PZA1,crp.3
GeneID:549685,XM_012961146.3,XP_012816600.2,mmachc,A0A6I8Q1G4,mmachc
GeneID:100329164,XM_012968130.2,XP_012823584.2,LOC100329164,A0A6I8Q2X9,LOC100329164
GeneID:100486845,XM_012969437.3,XP_012824891.1,rgs6,A0A6I8Q5T8,rgs6
GeneID:100492748,XM_004919176.3,XP_004919233.1,otub1,A0A6I8Q9P2,otub1
GeneID:100488355,XM_002936985.5,XP_002937031.1,nipa1,A0A6I8QAF5,nipa1
GeneID:100490514,XM_031891457.1,XP_031747317.1,mdga2,A0A6I8QW44,mdga2
GeneID:100490075,XM_002933083.5,XP_002933129.1,podxl2,A0A6I8QX40,podxl2
GeneID:101733866,XM_031893588.1,XP_031749448.1,LOC101733866,A0A6I8QYB7,LOC101733866
GeneID:550076,XM_012959119.3,XP_012814573.2,plxnb2,A0A6I8R895,plxnb2
GeneID:100488523,XM_002939090.5,XP_002939136.2,frem1,A0A6I8R9C8,frem1
GeneID:100487543,XM_012957555.3,XP_012813009.1,zzef1,A0A6I8RHT6,zzef1
GeneID:493492,XM_012971689.3,XP_012827143.1,grb2,A0A6I8RYF1,grb2
GeneID:100493761,XM_031897145.1,XP_031753005.1,nckap5l,A0A6I8S022,nckap5l
GeneID:100487080,XM_004912998.4,XP_004913055.1,cerk,A0A6I8S6R4,cerk
GeneID:100491609,XM_031890276.1,XP_031746136.1,cilp2,A0A6I8SK43,cilp2
GeneID:100489305,XM_002933834.5,XP_002933880.3,LOC100489305,A0A6I8STL3,LOC100489305
GeneID:100145550,XM_012961453.3,XP_012816907.1,ivns1abp,A0A6I8SZ31,ivns1abp
GeneID:100486736,XM_012969317.3,XP_012824771.2,whrn,A0A7D9NJS6,spring1
GeneID:100496157,XM_031902899.1,XP_031758759.1,kcnh1,A0A803J3N6,kcnh1
GeneID:100135006,XM_031906665.1,XP_031762525.1,kmt2a,A0A803JEW4,kmt2a
GeneID:116406647,XM_031891115.1,XP_031746975.1,rnf212b,A0A803JFL6,rnf212b
GeneID:100495531,XM_002937440.5,XP_002937486.1,cavin2,A0A803JHS3,cavin2
GeneID:100497849,XM_031898788.1,XP_031754648.1,dock2,A0A803JIL0,dock2
GeneID:101735130,XM_031903618.1,XP_031759478.1,slc4a2,A0A803K264,slc4a2
GeneID:101733045,XM_031901953.1,XP_031757813.1,LOC101733045,A0A803K4Z7,LOC101733045
GeneID:100485139,XM_004918693.3,XP_004918750.1,ccr7,A0A803KBJ4,ccr7
GeneID:116409664,XM_031898438.1,XP_031754298.1,etnk1,A0A803KDW6,etnk1
GeneID:100493644,XM_002934551.5,XP_002934597.1,lactb,A0A803KER9,lactb
GeneID:448150,XM_012966361.3,XP_012821815.1,dusp11.2,A0A803KJ62,dusp11.2
GeneID:548878,NM_001016124.2,NP_001016124.1,ifrd1,A0A8J0PGZ6,ifrd1
GeneID:100038242,NM_001113667.2,NP_001107139.2,dio3,A0A8J0QA53,dio3
GeneID:113939908,NM_001367933.1,NP_001354862.1,ancv1r,A0A8J0QFP8,ancv1r
GeneID:100486796,XM_002937068.5,XP_002937114.3,kera,A0A8J0QT04,kera
GeneID:100496184,XM_002941544.5,XP_002941590.3,LOC100496184,A0A8J0QT61,LOC100496184
GeneID:100496183,XM_031903102.1,XP_031758962.1,LOC100496183,A0A8J0QX63,LOC100496183
GeneID:101734828,XM_004911287.4,XP_004911344.1,LOC101734828,A0A8J0R0K9,LOC101734828
GeneID:101735063,XM_004913077.1,XP_004913134.1,LOC101735063,A0A8J0R2X6,LOC101735063
GeneID:100486677,XM_004915313.4,XP_004915370.1,mc4r,A0A8J0R4X9,mc4r
GeneID:100491021,XM_012953437.3,XP_012808891.2,znf782,A0A8J0S5S8,znf782
GeneID:100038268,XM_012958369.3,XP_012813823.2,prkcq,A0A8J0S8T2,prkcq
GeneID:100492431,XM_012959749.3,XP_012815203.2,adamts2,A0A8J0SAB1,adamts2
GeneID:105947440,XM_012963819.3,XP_012819273.2,LOC105947440,A0A8J0SM23,LOC105947440
GeneID:100135152,XM_018094525.2,XP_017950014.1,trak1,A0A8J0T3S7,trak1
GeneID:116406828,XM_031891773.1,XP_031747633.1,LOC116406828,A0A8J1IPW6,LOC116406828
GeneID:116406983,XM_031892299.1,XP_031748159.1,LOC116406983,A0A8J1IRB9,LOC116406983
GeneID:105945712,XM_031893438.1,XP_031749298.1,LOC105945712,A0A8J1IUM4,LOC105945712
GeneID:101734738,XM_031895099.1,XP_031750959.1,LOC101734738,A0A8J1IZC7,LOC101734738
GeneID:116408318,XM_031895097.1,XP_031750957.1,bbc3,A0A8J1IZD3,bbc3
GeneID:116408386,XM_031895162.1,XP_031751022.1,LOC116408386,A0A8J1IZK0,LOC116408386
GeneID:100486744,XM_031895261.1,XP_031751121.1,exoc6b,A0A8J1J337,exoc6b
GeneID:100488346,XM_031896858.1,XP_031752718.1,LOC100488346,A0A8J1J4C1,LOC100488346
GeneID:116408843,XM_031896882.1,XP_031752742.1,LOC116408843,A0A8J1J4E8,LOC116408843
GeneID:116408912,XM_031897345.1,XP_031753205.1,LOC116408912,A0A8J1J857,LOC116408912
GeneID:108646199,XM_031898263.1,XP_031754123.1,LOC108646199,A0A8J1J8D8,LOC108646199
GeneID:101732885,XM_031900539.1,XP_031756399.1,LOC101732885,A0A8J1JEU6,LOC101732885
GeneID:116411562,XM_031904030.1,XP_031759890.1,LOC116411562,A0A8J1JSB0,LOC116411562
GeneID:116412446,XM_031906683.1,XP_031762543.1,LOC116412446,A0A8J1JXC4,LOC116412446
GeneID:100036622,NM_001097181.1,NP_001090650.1,cracr2b,A0JP75,cracr2b
GeneID:100038272,NM_001097389.1,NP_001090858.1,mrps6,A4IGR2,mrps6
GeneID:100127874,XM_018095241.2,XP_017950730.1,mtg1,A9JTX2,mtg1
GeneID:549851,XM_031900537.1,XP_031756397.1,spin1,A9ULI5,spin1
GeneID:549308,NM_001016554.2,NP_001016554.1,rnf4,A9ULK8,rnf4
GeneID:100135365,NM_001114037.1,NP_001107509.1,sult6b1.2,A9UMI6,sult6b1.2
GeneID:100145188,NM_001126678.1,NP_001120150.1,chgb,B0JZE4,chgb
GeneID:100126067,NM_001122807.1,NP_001116279.1,kcmf1,B1H326,kcmf1
GeneID:100158548,NM_001127982.1,NP_001121454.1,vps18,B2GUB7,vps18
GeneID:100170450,NM_001130225.1,NP_001123697.1,stk24,B3DL35,stk24
GeneID:100170185,NM_001129937.1,NP_001123409.1,sox18,B3DLD3,sox18
GeneID:100124315,NM_001134819.1,NP_001128291.1,evpl,B5DEA7,evpl
GeneID:548676,NM_001015922.2,NP_001015922.1,rheb,B7ZST5,rheb
GeneID:100497414,XM_002932592.5,XP_002932638.3,slc9a6,F6PUK5,slc9a6
GeneID:100493344,XM_031895361.1,XP_031751221.1,nwd2,F6SZX5,krt12.6
GeneID:100488393,XM_002932235.5,XP_002932281.3,polg,F6U0L6,polg
GeneID:100497438,XM_004910992.4,XP_004911049.2,lingo3,F6U4D8,znf534
GeneID:496421,NM_001011012.1,NP_001011012.1,dnaja1,F6YR32,dnaja1
GeneID:100038098,XM_002931492.4,XP_002931538.1,ppp1r14c,F7BC28,ppp1r14c
GeneID:448084,XM_031897806.1,XP_031753666.1,epyc,F7CB65,epyc
GeneID:100498064,XM_004915062.4,XP_004915119.1,LOC100498064,L7N372,LOC100498064
GeneID:548967,NM_001016213.2,NP_001016213.1,tob2,Q28CL2,tob2
GeneID:550060,NM_001017306.2,NP_001017306.1,aldh18a1,Q28DF8,aldh18a1
GeneID:549622,NM_001016868.2,NP_001016868.1,ywhah,Q28DR3,ywhah
GeneID:549636,NM_001016882.2,NP_001016882.1,znf33b,Q28DU9,znf33b
GeneID:733539,NM_001044458.1,NP_001037923.1,LOC733539,Q28GW7,XB5733004
GeneID:613088,NM_001032325.1,NP_001027496.1,abhd3,Q4VA73,abhd3
GeneID:548899,NM_001016145.2,NP_001016145.1,ndufaf7,Q5BKM6,ndufaf7
GeneID:548547,XM_031897917.1,XP_031753777.1,odf3,B7ZSX2,odf3
GeneID:496692,XM_031895916.1,XP_031751776.1,esd,Q5M8U4,esd
GeneID:394447,NM_001168554.1,NP_001162026.1,allc,Q640T1,allc
GeneID:493447,NM_001008084.1,NP_001008085.1,rbfox2,Q66JB7,rbfox2
GeneID:493402,NM_001008039.1,NP_001008040.1,tada3,Q66JG5,tada3
GeneID:448710,NM_001005128.1,NP_001005128.1,snrpd2,Q6DDC4,snrpd2
GeneID:448557,NM_001006824.1,NP_001006825.1,zap70,Q6DF54,zap70
GeneID:448444,NM_001004987.1,NP_001004987.1,yars1,Q6DIJ1,yars1
GeneID:448142,XM_012962867.2,XP_012818321.1,eif5a,Q6DK71,eif5a
GeneID:448098,NM_001006686.1,NP_001006687.1,krt70,Q6DK80,krt70
GeneID:448021,NM_001005438.1,NP_001005438.1,frzb,Q6GLF7,frzb
GeneID:407896,NM_001001220.1,NP_001001220.1,cstf1,Q6NVS0,cstf1
GeneID:394900,NM_203954.1,NP_989285.1,rbbp7,Q6P315,rbbp7
GeneID:100495546,NM_001256220.2,NP_001243149.1,dmrt3,R4HHX6,dmrt3
GeneID:100492606,XM_002934977.5,XP_002935023.2,slc28a3,A0A6I8PMW4,slc28a3
GeneID:100127560,NM_001112930.2,NP_001106401.2,vamp1,A0A6I8Q031,vamp1
GeneID:100486598,XM_031901837.1,XP_031757697.1,LOC100486598,A0A6I8Q3H7,exd3
GeneID:100495687,XM_002936089.4,XP_002936135.3,lrriq3,A0A6I8QA96,lrriq3
GeneID:100038219,XM_031892415.1,XP_031748275.1,arvcf,A0A6I8QMY9,arvcf
GeneID:100496110,XM_002934343.5,XP_002934389.2,vps53,A0A6I8QVJ7,vps53
GeneID:549076,NM_001016322.2,NP_001016322.1,ogfod1,A0A6I8RM06,ogfod1
GeneID:100486044,XM_002937187.5,XP_002937233.1,cox15,A0A6I8RSU8,cox15
GeneID:100496331,XM_002939570.5,XP_002939616.1,LOC100496331,A0A6I8RVN2,LOC100496331
GeneID:100491184,XM_002941639.5,XP_002941685.2,c11orf24,A0A6I8SIK7,c11orf24
GeneID:100490005,XM_031891273.1,XP_031747133.1,tfe3,A0A803J330,tfe3
GeneID:448268,XM_031904989.1,XP_031760849.1,stn1,A0A803JFG1,stn1
GeneID:108647342,XM_018093212.1,XP_017948701.1,LOC108647342,A0A803JLX6,LOC108647342
GeneID:100487293,XM_002933024.5,XP_002933070.3,poglut2,A0A803JTU0,poglut2
GeneID:100486876,XM_004920138.4,XP_004920195.2,LOC100486876,A0A803JWC9,XB5749398
GeneID:100488245,XM_002933623.4,XP_002933669.1,dnajc30,A0A803JWW9,dnajc30
GeneID:100496741,XM_002935330.5,XP_002935376.2,ccdc177,A0A803K2Q6,ccdc177
GeneID:779476,XM_012952543.3,XP_012807997.1,terf2ip,A0A803K8J2,terf2ip
GeneID:100498301,XM_031891368.1,XP_031747228.1,znf770,A0A803KBI8,znf770
GeneID:100489093,XM_002932407.5,XP_002932453.1,plcl2,A0A803KC86,plcl2
GeneID:100379831,XM_002942897.2,XP_002942943.1,chrnb3,A0A803KCQ6,chrnb3
GeneID:100101677,NM_001353371.1,NP_001340300.1,crebbp,A0A8J0QHP4,crebbp
GeneID:394666,NM_203738.3,NP_989069.2,spg11,A0A8J0QIC3,spg11
GeneID:100494748,XM_002936083.5,XP_002936129.3,acadm,A0A8J0QQZ7,acadm
GeneID:100380153,XM_002936557.5,XP_002936603.1,spsb1,A0A8J0QRI2,spsb1
GeneID:100486140,XM_002938495.4,XP_002938541.2,LOC100486140,A0A8J0QRS8,LOC100486140
GeneID:100492837,XM_002937768.1,XP_002937814.1,LOC100492837,A0A8J0QT60,LOC100492837
GeneID:100493343,XM_002938597.5,XP_002938643.2,abcd4,A0A8J0QV29,abcd4
GeneID:100497322,XM_004913596.3,XP_004913653.1,wfdc1,A0A8J0R2J1,wfdc1
GeneID:100498015,XM_004915785.4,XP_004915842.2,cep250,A0A8J0R5S1,cep250
GeneID:100496873,XM_004919762.4,XP_004919819.2,LOC100496873,A0A8J0R699,LOC100496873
GeneID:100380053,XM_012957669.3,XP_012813123.1,cnot11,A0A8J0SDS6,cnot11
GeneID:394790,XM_012958314.3,XP_012813768.1,pck2,A0A8J0SHA1,pck2
GeneID:100488291,XM_012959437.3,XP_012814891.1,r3hcc1,A0A8J0SHW7,r3hcc1
GeneID:105947969,XM_012967573.2,XP_012823027.1,LOC105947969,A0A8J0SJP1,LOC105947969
GeneID:105948275,XM_012969679.3,XP_012825133.2,inafm2,A0A8J0SMD0,inafm2
GeneID:549740,XM_012963050.3,XP_012818504.1,kcnab1,A0A8J0SNZ3,kcnab1
GeneID:100379983,XM_012969468.3,XP_012824922.1,ccdc32,A0A8J0SW57,ccdc32
GeneID:100497872,XM_031890937.1,XP_031746797.1,LOC100497872,A0A8J1IMM2,LOC100497872
GeneID:116406557,XM_031890670.1,XP_031746530.1,LOC116406557,A0A8J1IP62,LOC116406557
GeneID:116406866,XM_031891856.1,XP_031747716.1,LOC116406866,A0A8J1IT98,LOC116406866
GeneID:100493528,XM_031892974.1,XP_031748834.1,LOC100493528,A0A8J1ITB1,LOC100493528
GeneID:116407562,XM_031893049.1,XP_031748909.1,LOC116407562,A0A8J1ITI4,LOC116407562
GeneID:116407575,XM_031893084.1,XP_031748944.1,LOC116407575,A0A8J1ITL8,LOC116407575
GeneID:116407805,XM_031893833.1,XP_031749693.1,LOC116407805,A0A8J1IVR6,LOC116407805
GeneID:101730444,XM_031894387.1,XP_031750247.1,lrrc46,A0A8J1IXA9,lrrc46
GeneID:101735263,XM_031893311.1,XP_031749171.1,LOC101735263,A0A8J1IXE1,LOC101735263
GeneID:116407791,XM_031893810.1,XP_031749670.1,LOC116407791,A0A8J1IY32,LOC116407791
GeneID:101733278,XM_031895081.1,XP_031750941.1,cd8b,A0A8J1J2K6,cd8b
GeneID:116408625,XM_031896266.1,XP_031752126.1,LOC116408625,A0A8J1J650,LOC116408625
GeneID:100145553,XM_031896461.1,XP_031752321.1,nectin1l2.2,A0A8J1J6N2,nectin1l2.2
GeneID:100192371,XM_031897689.1,XP_031753549.1,reln,A0A8J1J6R1,reln
GeneID:779825,XM_031898054.1,XP_031753914.1,fam189a1,A0A8J1J7R8,fam189a1
GeneID:116410226,XM_031900343.1,XP_031756203.1,LOC116410226,A0A8J1JEA6,LOC116410226
GeneID:116410520,XM_031901366.1,XP_031757226.1,LOC116410520,A0A8J1JKR4,LOC116410520
GeneID:116411020,XM_031902785.1,XP_031758645.1,LOC116411020,A0A8J1JNN3,LOC116411020
GeneID:101732587,XM_031903633.1,XP_031759493.1,LOC101732587,A0A8J1JNN8,LOC101732587
GeneID:116411046,XM_031902820.1,XP_031758680.1,LOC116411046,A0A8J1JNR6,LOC116411046
GeneID:779667,XM_031905164.1,XP_031761024.1,trnau1apl1,A0A8J1JT11,trnau1apl1
GeneID:101734901,XM_031905389.1,XP_031761249.1,LOC101734901,A0A8J1JTN4,LOC101734901
GeneID:101732372,XM_031906407.1,XP_031762267.1,LOC101732372,A0A8J1JWK0,LOC101732372
GeneID:116412420,XM_031906623.1,XP_031762483.1,LOC116412420,A0A8J1JX63,LOC116412420
GeneID:116412165,XM_031905800.1,XP_031761660.1,LOC116412165,A0A8J1JX98,LOC116412165
GeneID:100485739,XM_031906726.1,XP_031762586.1,LOC100485739,A0A8J1K1L5,LOC100485739
GeneID:780354,NM_001079424.1,NP_001072892.1,slc25a28,A0JM88,slc25a28
GeneID:100127564,NM_001112932.1,NP_001106403.1,LOC100127564,A7YYK9,XB5953580
GeneID:100135136,XM_004916401.2,XP_004916458.2,LOC100135136,A9JSD2,XB5756113
GeneID:100145186,NM_001126676.1,NP_001120148.1,chkb,B0JZE0,chkb
GeneID:100145356,XM_031895692.1,XP_031751552.1,cldn8.4,B1H1G6,cldn8.4
GeneID:100144734,NM_001123483.1,NP_001116955.1,rfx2,B1WAV2,rfx2
GeneID:100170158,NM_001129922.1,NP_001123394.1,atg7,B3DL97,atg7
GeneID:549416,XM_031903385.1,XP_031759245.1,a4gnt,B7ZTR8,LOC549416
GeneID:100496218,XM_002935584.5,XP_002935630.3,cdh10,F6PHG3,cdh10
GeneID:549815,XM_012957021.3,XP_012812475.1,mbtps2,F6QLY7,mbtps2
GeneID:407894,XM_012962858.3,XP_012818312.1,psmd1,F6WGT0,psmd1
GeneID:100490482,XM_002935736.5,XP_002935782.2,ebpl,F6ZQF2,ebpl
GeneID:116407616,XM_031893291.1,XP_031749151.1,LOC116407616,F7B6M6,ccdc42
GeneID:100494966,XM_002933140.5,XP_002933186.3,yme1l1,F7DF24,rhag
GeneID:100487514,XM_031904024.1,XP_031759884.1,zbtb14,F7DFV2,zbtb14
GeneID:116406429,XM_031905488.1,XP_031761348.1,p3h3,F7ELR3,p3h3
GeneID:780070,NM_001079146.1,NP_001072614.1,pitpnb.2,Q05B20,pitpnb.2
GeneID:780035,XM_012968630.3,XP_012824084.1,samd4a,Q0IHW3,samd4a
GeneID:550037,XM_031897962.1,XP_031753822.1,impdh1,Q28D47,impdh1
GeneID:734012,XM_018091322.2,XP_017946811.1,tmem30b,Q28FC5,tmem30b
GeneID:548998,NM_001016244.2,NP_001016244.1,sfxn1,Q28FS9,sfxn1
GeneID:594927,XM_012963668.3,XP_012819122.2,rnf38,Q28I34,rnf38
GeneID:448714,XM_012960204.3,XP_012815658.1,ap3s1,Q28J69,ap3s1
GeneID:613110,NM_001032347.1,NP_001027518.1,copb2,Q4VA86,copb2
GeneID:496985,NM_001011490.1,NP_001011490.1,kcnk1,Q5HZV4,kcnk1
GeneID:496911,NM_001011428.1,NP_001011428.1,dynlt1,Q5I0R5,dynlt1
GeneID:496698,NM_001011252.1,NP_001011252.1,gar1,Q5RJV1,gar1
GeneID:493545,NM_001008182.1,NP_001008183.1,anxa5,Q640T3,tmtc1
GeneID:549442,NM_001016688.2,NP_001016688.2,frzb2,Q6F2E8,frzb2
GeneID:448170,NM_001004867.1,NP_001004867.1,abhd17c,Q6GL10,abhd17c
GeneID:448154,NM_001005663.1,NP_001005663.1,dcbld1,Q6GL27,dcbld1
GeneID:448146,XM_012970292.3,XP_012825746.1,nudt1,Q6GL35,nudt1
GeneID:394979,NM_204021.1,NP_989352.1,idh3a,Q6P314,idh3a
GeneID:394907,NM_203958.1,NP_989289.1,cndp2,Q6P358,cndp2
