#XT_prot	XT_gene	HS_prot	HS_gene	OrthoID
XP_012816895	100135378	Q96RW7	83872	25
XP_031756932	100135378	Q96RW7	83872	25
XP_031759734	100145182	Q15149	5339	26
XP_031759733	100145182	Q15149	5339	26
XP_031759732	100145182	Q15149	5339	26
XP_031759731	100145182	Q15149	5339	26
XP_031759747	100145182	Q15149	5339	26
XP_031759756	100145182	Q15149	5339	26
XP_031759743	100145182	Q15149	5339	26
XP_031759737	100145182	Q15149	5339	26
XP_031759745	100145182	Q15149	5339	26
XP_031759741	100145182	Q15149	5339	26
XP_031759750	100145182	Q15149	5339	26
XP_031759751	100145182	Q15149	5339	26
XP_031759744	100145182	Q15149	5339	26
XP_031759739	100145182	Q15149	5339	26
XP_031759754	100145182	Q15149	5339	26
XP_031759736	100145182	Q15149	5339	26
XP_031759755	100145182	Q15149	5339	26
XP_031759740	100145182	Q15149	5339	26
XP_031759746	100145182	Q15149	5339	26
XP_031759749	100145182	Q15149	5339	26
XP_031759742	100145182	Q15149	5339	26
XP_031759738	100145182	Q15149	5339	26
XP_031759752	100145182	Q15149	5339	26
XP_031759748	100145182	Q15149	5339	26
XP_031759753	100145182	Q15149	5339	26
XP_031759735	100145182	Q15149	5339	26
XP_031755419	100170584	Q9P225	146754	27
XP_031755420	100170584	Q9P225	146754	27
XP_031755421	100170584	Q9P225	146754	27
XP_002939554	100490033	Q70CQ2	9736	28
XP_012819286	100490033	Q70CQ2	9736	28
XP_017949644	100490033	Q70CQ2	9736	28
XP_012822629	100490091	Q5THJ4	55187	29
XP_012822630	100490091	Q5THJ4	55187	29
XP_002937766	100495128	Q8WXX0	56171	30
XP_012826496	100495128	Q8WXX0	56171	30
XP_031759270	100487613	Q9C0G6	1768	31
XP_031759271	100487613	Q9C0G6	1768	31
XP_031759273	100487613	Q9C0G6	1768	31
XP_012816961	100036734	Q9P2D7	25981	32
XP_031757001	100036734	Q9P2D7	25981	32
XP_031758587	100491216	Q96PZ7	64478	33
NP_001131084	100192371	P78509	5649	34
XP_031753549	100192371	P78509	5649	34
XP_031753550	100192371	P78509	5649	34
XP_012814114	100192371	P78509	5649	34
XP_012814113	100192371	P78509	5649	34
XP_031759446	100494270	Q96DT5	8701	35
XP_002932267	100145499	Q96Q15	23049	36
XP_012826767	100490919	Q8TD57	55567	37
XP_031749313	100485656	Q8WXG9	84059	38
XP_002934455	100490880	Q7Z7G8	157680	39
XP_012820670	100490880	Q7Z7G8	157680	39
XP_031757900	105947335	O75445	7399	40
XP_012820691	100486096	Q86UP3	79776	41
XP_012820692	100486096	Q86UP3	79776	41
XP_012820693	100486096	Q86UP3	79776	41
XP_012820690	100486096	Q86UP3	79776	41
XP_012820695	100486096	Q86UP3	79776	41
XP_002935497	100487299	Q86XX4	80144	42
XP_031759282	100487299	Q86XX4	80144	42
XP_031749788	779473	Q8N2C7	285175	43
XP_031749785	779473	Q8N2C7	285175	43
XP_031749782	779473	Q8N2C7	285175	43
XP_031749789	779473	Q8N2C7	285175	43
XP_031749786	779473	Q8N2C7	285175	43
XP_031749787	779473	Q8N2C7	285175	43
XP_031749780	779473	Q8N2C7	285175	43
XP_031749781	779473	Q8N2C7	285175	43
XP_031749776	779473	Q8N2C7	285175	43
XP_017952948	779473	Q8N2C7	285175	43
XP_031749774	779473	Q8N2C7	285175	43
XP_031749773	779473	Q8N2C7	285175	43
XP_031749772	779473	Q8N2C7	285175	43
XP_031749770	779473	Q8N2C7	285175	43
XP_017952942	779473	Q8N2C7	285175	43
XP_031749771	779473	Q8N2C7	285175	43
XP_031749767	779473	Q8N2C7	285175	43
XP_031749769	779473	Q8N2C7	285175	43
XP_031749768	779473	Q8N2C7	285175	43
XP_031749777	779473	Q8N2C7	285175	43
XP_031749775	779473	Q8N2C7	285175	43
XP_031749778	779473	Q8N2C7	285175	43
XP_031749779	779473	Q8N2C7	285175	43
XP_031749783	779473	Q8N2C7	285175	43
XP_031749784	779473	Q8N2C7	285175	43
XP_002931771	100494368	P35556	2201	44
XP_002937624	100495855	Q15911	463	45
XP_031753104	100491492	Q5TBA9	10129	46
XP_031753103	100491492	Q5TBA9	10129	46
XP_031753100	100491492	Q5TBA9	10129	46
XP_031753099	100491492	Q5TBA9	10129	46
XP_031753101	100491492	Q5TBA9	10129	46
XP_031753098	100491492	Q5TBA9	10129	46
XP_031753105	100491492	Q5TBA9	10129	46
XP_031753102	100491492	Q5TBA9	10129	46
XP_031752861	105946662	P11532	1756	47
XP_002936615	100490545	P35555	2200	48
XP_002931579	100490232	O95071	51366	49
XP_004915163	100490232	O95071	51366	49
XP_004915164	100490232	O95071	51366	49
XP_004915165	100490232	O95071	51366	49
XP_004915167	100490232	O95071	51366	49
XP_004915166	100490232	O95071	51366	49
XP_004915168	100490232	O95071	51366	49
XP_017950658	100490232	O95071	51366	49
XP_004915169	100490232	O95071	51366	49
XP_004915170	100490232	O95071	51366	49
XP_012820747	100488663	P78527	5591	50
XP_031754893	100494439	Q9Y6V0	27445	51
XP_031754892	100494439	Q9Y6V0	27445	51
XP_031754890	100494439	Q9Y6V0	27445	51
XP_031754889	100494439	Q9Y6V0	27445	51
XP_031754891	100494439	Q9Y6V0	27445	51
XP_031754894	100494439	Q9Y6V0	27445	51
XP_012811139	779572	O94915	285527	52
XP_012811142	779572	O94915	285527	52
XP_002933493	779572	O94915	285527	52
XP_012811137	779572	O94915	285527	52
XP_004911262	779572	O94915	285527	52
XP_012811141	779572	O94915	285527	52
XP_002933492	779572	O94915	285527	52
XP_012811138	779572	O94915	285527	52
XP_012811140	779572	O94915	285527	52
XP_012811143	779572	O94915	285527	52
XP_002931732	100145658	Q4G0P3	54768	53
XP_012817094	100145658	Q4G0P3	54768	53
XP_031756694	100145658	Q4G0P3	54768	53
XP_031751444	100124701	Q6N022	26011	54
NP_001096158	100124701	Q6N022	26011	54
XP_031751445	100124701	Q6N022	26011	54
XP_031751442	100124701	Q6N022	26011	54
XP_031751443	100124701	Q6N022	26011	54
XP_031759770	100497129	A2VEC9	NA	55
XP_031762583	100493009	Q9H251	64072	56
XP_002936158	100379668	Q9P2D1	55636	57
XP_004915241	100379668	Q9P2D1	55636	57
XP_002936865	100493879	P21359	4763	58
XP_012813023	100493879	P21359	4763	58
XP_017947102	100493879	P21359	4763	58
XP_017947099	100493879	P21359	4763	58
XP_031751308	548929	Q9P273	55714	59
XP_031751304	548929	Q9P273	55714	59
XP_031751303	548929	Q9P273	55714	59
XP_031751301	548929	Q9P273	55714	59
XP_031751300	548929	Q9P273	55714	59
XP_031751302	548929	Q9P273	55714	59
XP_031751306	548929	Q9P273	55714	59
XP_031751307	548929	Q9P273	55714	59
XP_002931884	100329116	Q14315	2318	60
XP_031754944	100329116	Q14315	2318	60
XP_031754946	100329116	Q14315	2318	60
XP_031754945	100329116	Q14315	2318	60
XP_012815129	100486468	Q9NT68	57451	61
XP_031754651	100486468	Q9NT68	57451	61
XP_031757007	100493341	Q14643	3708	62
XP_017949172	100493341	Q14643	3708	62
XP_031757006	100493341	Q14643	3708	62
XP_017949173	100493341	Q14643	3708	62
XP_031757011	100493341	Q14643	3708	62
XP_031757008	100493341	Q14643	3708	62
XP_031757009	100493341	Q14643	3708	62
XP_031757010	100493341	Q14643	3708	62
XP_012817185	100493341	Q14643	3708	62
XP_017949174	100493341	Q14643	3708	62
XP_012817184	100493341	Q14643	3708	62
XP_012817183	100493341	Q14643	3708	62
XP_031751585	100170466	Q93008	8239	63
NP_001123721	100170466	Q93008	8239	63
XP_031751582	100170466	Q93008	8239	63
XP_031751583	100170466	Q93008	8239	63
XP_031751584	100170466	Q93008	8239	63
XP_031751586	100170466	Q93008	8239	63
XP_012811191	493287	P42858	3064	64
XP_031751173	493287	P42858	3064	64
XP_012811192	493287	P42858	3064	64
XP_031751174	493287	P42858	3064	64
XP_031759978	100486760	Q86WI1	93035	65
XP_031759977	100486760	Q86WI1	93035	65
XP_031760464	100486915	Q86WI1	93035	65
XP_031747359	100493796	Q9UKZ4	10178	66
XP_031747360	100493796	Q9UKZ4	10178	66
XP_002935877	779601	Q99698	1130	67
XP_031758318	779601	Q99698	1130	67
XP_031754313	100124748	Q14571	3709	68
XP_031754312	100124748	Q14571	3709	68
XP_004911723	100380187	Q6P2Q9	10594	69
XP_002936105	100380187	Q6P2Q9	10594	69
XP_012808841	100493788	Q4LDE5	79987	70
XP_004914230	100216154	Q6ZR08	201625	71
NP_001361642	779840	P21333	2316	72
XP_012824065	779840	P21333	2316	72
XP_017951799	779840	P21333	2316	72
XP_017951800	779840	P21333	2316	72
XP_031754981	100495847	Q709C8	54832	73
XP_031754979	100495847	Q709C8	54832	73
XP_031754980	100495847	Q709C8	54832	73
XP_031754984	100495847	Q709C8	54832	73
XP_031754982	100495847	Q709C8	54832	73
XP_031754983	100495847	Q709C8	54832	73
XP_012823551	100192372	Q9ULT8	25831	74
XP_012823549	100192372	Q9ULT8	25831	74
XP_012823550	100192372	Q9ULT8	25831	74
NP_001131085	100192372	Q9ULT8	25831	74
XP_017947216	100496696	Q5SZK8	341640	75
NP_001090674	100036647	Q13813	6709	76
XP_031762665	100036647	Q13813	6709	76
XP_031762663	100036647	Q13813	6709	76
XP_031762662	100036647	Q13813	6709	76
XP_031762666	100036647	Q13813	6709	76
XP_031762667	100036647	Q13813	6709	76
XP_031762668	100036647	Q13813	6709	76
XP_031762664	100036647	Q13813	6709	76
XP_002931653	100497137	Q9UPU5	23358	77
XP_012824856	100486994	Q9P2D8	57578	78
XP_012824855	100486994	Q9P2D8	57578	78
XP_012824853	100486994	Q9P2D8	57578	78
XP_012824851	100486994	Q9P2D8	57578	78
XP_031747244	100486994	Q9P2D8	57578	78
XP_012824858	100486994	Q9P2D8	57578	78
XP_031757727	100489198	P46939	7402	79
XP_031757722	100489198	P46939	7402	79
XP_031757723	100489198	P46939	7402	79
XP_031757726	100489198	P46939	7402	79
XP_031757725	100489198	P46939	7402	79
XP_004914720	100489198	P46939	7402	79
XP_012819243	100489198	P46939	7402	79
XP_031761371	100491970	P42345	2475	80
XP_031761369	100491970	P42345	2475	80
XP_031761370	100491970	P42345	2475	80
XP_031762629	100494785	P98160	3339	81
XP_031762627	100494785	P98160	3339	81
XP_031762625	100494785	P98160	3339	81
XP_031762624	100494785	P98160	3339	81
XP_031762626	100494785	P98160	3339	81
XP_031762628	100494785	P98160	3339	81
XP_031762630	100494785	P98160	3339	81
XP_031762631	100494785	P98160	3339	81
XP_031762632	100494785	P98160	3339	81
XP_031762634	100494785	P98160	3339	81
XP_031762635	100494785	P98160	3339	81
XP_012822329	100144637	Q9Y4G6	83660	82
XP_012822328	100144637	Q9Y4G6	83660	82
XP_031757851	100497008	P24043	3908	83
XP_031757850	100497008	P24043	3908	83
XP_017949700	100497008	P24043	3908	83
XP_017949698	100497008	P24043	3908	83
XP_017949699	100497008	P24043	3908	83
XP_031757852	100497008	P24043	3908	83
XP_031757853	100497008	P24043	3908	83
XP_017949701	100497008	P24043	3908	83
XP_017949702	100497008	P24043	3908	83
NP_001090658	100036630	A5YKK6	23019	84
XP_017948313	100488325	Q9NYQ8	2196	85
XP_017948312	100488325	Q9NYQ8	2196	85
XP_031754562	100488325	Q9NYQ8	2196	85
XP_017948315	100488325	Q9NYQ8	2196	85
XP_017947060	100124749	Q14573	3710	86
XP_012821080	100125884	O60494	8029	87
XP_002935093	100485165	O75369	2317	88
XP_004914227	100485165	O75369	2317	88
XP_031757110	100485165	O75369	2317	88
XP_004914229	100485165	O75369	2317	88
XP_031757111	100485165	O75369	2317	88
XP_031757112	100485165	O75369	2317	88
XP_004911956	100495654	Q13085	31	89
XP_012813279	100495654	Q13085	31	89
XP_012813280	100495654	Q13085	31	89
XP_002939702	100495654	Q13085	31	89
XP_031752737	100495654	Q13085	31	89
XP_031747766	100490941	Q8NDA2	NA	90
XP_031747767	100490941	Q8NDA2	NA	90
XP_031747768	100490941	Q8NDA2	NA	90
NP_001362280	100145120	Q01082	6711	91
XP_031757369	100145120	Q01082	6711	91
XP_012808101	100145762	O15230	3911	92
XP_012808102	100145762	O15230	3911	92
XP_017953360	100145762	O15230	3911	92
NP_001362238	733830	Q3L8U1	80205	93
XP_031756021	733830	Q3L8U1	80205	93
XP_031756018	733830	Q3L8U1	80205	93
XP_031756017	733830	Q3L8U1	80205	93
XP_031756022	733830	Q3L8U1	80205	93
XP_031756019	733830	Q3L8U1	80205	93
XP_031756023	733830	Q3L8U1	80205	93
XP_031756020	733830	Q3L8U1	80205	93
XP_031750912	733752	Q9Y490	7094	94
XP_031750909	733752	Q9Y490	7094	94
XP_031750910	733752	Q9Y490	7094	94
XP_031750911	733752	Q9Y490	7094	94
XP_031750913	733752	Q9Y490	7094	94
NP_001090757	100037842	P46531	4851	95
XP_012809139	100496402	Q63HN8	57674	96
XP_031747021	100496236	Q63HN8	57674	96
XP_012820819	100492729	Q9H5I5	63895	97
XP_012820817	100492729	Q9H5I5	63895	97
XP_012820816	100492729	Q9H5I5	63895	97
XP_031759523	100492729	Q9H5I5	63895	97
XP_012820815	100492729	Q9H5I5	63895	97
XP_002937522	100492729	Q9H5I5	63895	97
XP_031759521	100492729	Q9H5I5	63895	97
XP_012820813	100492729	Q9H5I5	63895	97
XP_031759522	100492729	Q9H5I5	63895	97
XP_002936458	779466	P25054	324	98
XP_004910521	779466	P25054	324	98
XP_004910522	779466	P25054	324	98
XP_004910523	779466	P25054	324	98
XP_002936457	779466	P25054	324	98
XP_012817136	100489102	Q9NYQ7	1951	99
XP_031757039	100489102	Q9NYQ7	1951	99
XP_031757040	100489102	Q9NYQ7	1951	99
XP_002934538	100498048	P04114	338	100
XP_012825198	100125171	Q92616	10985	101
XP_002932145	100485210	Q96AY4	23331	102
XP_004910665	100485210	Q96AY4	23331	102
XP_012825199	100485210	Q96AY4	23331	102
XP_031756514	733715	Q09666	79026	103
XP_031756513	733715	Q09666	79026	103
XP_031756529	733715	Q09666	79026	103
XP_031756515	733715	Q09666	79026	103
XP_031756518	733715	Q09666	79026	103
XP_031756517	733715	Q09666	79026	103
XP_031756519	733715	Q09666	79026	103
XP_031756532	733715	Q09666	79026	103
XP_031756530	733715	Q09666	79026	103
XP_031756531	733715	Q09666	79026	103
XP_031756536	733715	Q09666	79026	103
XP_031756533	733715	Q09666	79026	103
XP_031756526	733715	Q09666	79026	103
XP_031756521	733715	Q09666	79026	103
XP_031756522	733715	Q09666	79026	103
XP_031756523	733715	Q09666	79026	103
XP_031756528	733715	Q09666	79026	103
XP_031756527	733715	Q09666	79026	103
XP_031756524	733715	Q09666	79026	103
XP_031756525	733715	Q09666	79026	103
XP_031756520	733715	Q09666	79026	103
XP_031756516	733715	Q09666	79026	103
XP_031756534	733715	Q09666	79026	103
XP_031756535	733715	Q09666	79026	103
XP_031756537	733715	Q09666	79026	103
XP_031756538	733715	Q09666	79026	103
XP_031756540	733715	Q09666	79026	103
XP_031756539	733715	Q09666	79026	103
XP_031756541	733715	Q09666	79026	103
XP_002932581	100145098	O75643	23020	104
XP_017950476	100486485	O75165	23317	105
XP_002937780	100486485	O75165	23317	105
XP_012820978	100486485	O75165	23317	105
XP_012820980	100486485	O75165	23317	105
XP_002938099	100488009	P25391	284217	106
XP_004915294	100488009	P25391	284217	106
XP_031754861	100038051	Q9NYQ6	9620	107
XP_004913058	100038051	Q9NYQ6	9620	107
XP_002932249	100038051	Q9NYQ6	9620	107
XP_002934974	100490767	Q13315	472	108
XP_031753171	100490767	Q13315	472	108
XP_017946312	100038237	Q6KC79	25836	109
XP_012823388	100038237	Q6KC79	25836	109
XP_017946311	100038237	Q6KC79	25836	109
XP_017946313	100038237	Q6KC79	25836	109
XP_004913995	100127844	Q96N67	85440	110
XP_004913993	100127844	Q96N67	85440	110
XP_012816993	100127844	Q96N67	85440	110
XP_004913996	100127844	Q96N67	85440	110
XP_012816991	100127844	Q96N67	85440	110
XP_012816990	100127844	Q96N67	85440	110
XP_012816992	100127844	Q96N67	85440	110
XP_012816994	100127844	Q96N67	85440	110
XP_031756753	100127844	Q96N67	85440	110
XP_004913997	100127844	Q96N67	85440	110
XP_031756754	100127844	Q96N67	85440	110
XP_012816995	100127844	Q96N67	85440	110
XP_004913998	100127844	Q96N67	85440	110
XP_031746767	100488998	Q96RL7	23230	111
XP_031755515	116409862	P24928	5430	112
NP_001362204	549454	Q5JWR5	23033	113
XP_031757570	549454	Q5JWR5	23033	113
XP_031757571	549454	Q5JWR5	23033	113
XP_031757572	549454	Q5JWR5	23033	113
XP_031757568	549454	Q5JWR5	23033	113
XP_031757573	549454	Q5JWR5	23033	113
XP_031757574	549454	Q5JWR5	23033	113
XP_004910692	100498309	Q07864	5426	114
XP_012813580	100491335	Q13402	4647	115
XP_004912319	100491335	Q13402	4647	115
XP_002937295	100491335	Q13402	4647	115
XP_031760410	779606	P58107	83481	116
XP_031760412	779606	P58107	83481	116
XP_031760411	779606	P58107	83481	116
XP_004917310	100135121	Q96RV3	22990	117
XP_004917308	100135121	Q96RV3	22990	117
XP_004917309	100135121	Q96RV3	22990	117
XP_004917312	100135121	Q96RV3	22990	117
XP_031746826	100135121	Q96RV3	22990	117
XP_012812595	100192373	O00763	32	118
XP_031751932	100192373	O00763	32	118
NP_001131086	100192373	O00763	32	118
XP_012812604	100192373	O00763	32	118
XP_012812613	100192373	O00763	32	118
XP_012812600	100192373	O00763	32	118
XP_031751937	100192373	O00763	32	118
XP_031746719	100498548	Q9BZC7	20	119
XP_031746718	100498548	Q9BZC7	20	119
XP_031746717	100498548	Q9BZC7	20	119
XP_031746716	100498548	Q9BZC7	20	119
XP_031758244	100495593	Q13535	545	120
XP_031758245	100495593	Q13535	545	120
XP_031758246	100495593	Q13535	545	120
XP_017949037	100496044	Q5T011	23334	121
XP_031756781	100496044	Q5T011	23334	121
XP_031756780	100496044	Q5T011	23334	121
XP_017949036	100496044	Q5T011	23334	121
XP_031756779	100496044	Q5T011	23334	121
XP_031756778	100496044	Q5T011	23334	121
XP_012817023	100496044	Q5T011	23334	121
XP_002939126	100486344	Q04721	4853	122
XP_031762080	100490936	O75443	7007	123
XP_031761745	100127709	P42356	5297	124
XP_031761716	100127709	P42356	5297	124
NP_001238804	100127709	P42356	5297	124
XP_017952982	100494429	P98161	5310	125
XP_004910917	100491942	O95477	19	126
XP_004910916	100491942	O95477	19	126
NP_001340300	100101677	Q92793	1387	127
XP_012813009	100487543	O43149	23140	128
NP_001136135	100216449	O60469	1826	129
XP_017946606	100216449	O60469	1826	129
XP_031751620	100216449	O60469	1826	129
XP_031751619	100216449	O60469	1826	129
XP_031750128	100485585	Q58EX2	54549	130
XP_031750129	100485585	Q58EX2	54549	130
XP_031750130	100485585	Q58EX2	54549	130
XP_031752918	100144990	Q9BZ29	23348	131
XP_017946568	100144990	Q9BZ29	23348	131
XP_012811886	100144990	Q9BZ29	23348	131
XP_031752910	100144990	Q9BZ29	23348	131
XP_031752917	100144990	Q9BZ29	23348	131
XP_031752908	100144990	Q9BZ29	23348	131
XP_031752916	100144990	Q9BZ29	23348	131
XP_017946569	100144990	Q9BZ29	23348	131
XP_031752909	100144990	Q9BZ29	23348	131
XP_012811887	100144990	Q9BZ29	23348	131
XP_031752911	100144990	Q9BZ29	23348	131
XP_031752915	100144990	Q9BZ29	23348	131
XP_031752913	100144990	Q9BZ29	23348	131
XP_031752914	100144990	Q9BZ29	23348	131
XP_031752912	100144990	Q9BZ29	23348	131
XP_031756002	733744	Q8IVL1	89797	132
XP_031756001	733744	Q8IVL1	89797	132
XP_031755998	733744	Q8IVL1	89797	132
XP_031756003	733744	Q8IVL1	89797	132
XP_031755997	733744	Q8IVL1	89797	132
XP_031756000	733744	Q8IVL1	89797	132
XP_031755999	733744	Q8IVL1	89797	132
XP_031756005	733744	Q8IVL1	89797	132
XP_031756012	733744	Q8IVL1	89797	132
XP_031756013	733744	Q8IVL1	89797	132
XP_031756004	733744	Q8IVL1	89797	132
XP_031756006	733744	Q8IVL1	89797	132
XP_031756007	733744	Q8IVL1	89797	132
XP_031756008	733744	Q8IVL1	89797	132
XP_031756009	733744	Q8IVL1	89797	132
XP_031756010	733744	Q8IVL1	89797	132
NP_001122113	733744	Q8IVL1	89797	132
XP_031756011	733744	Q8IVL1	89797	132
