#XT_gene	HS_gene	OrthoID
100038103	2707	ORTHOMCL9814
100038105	23589	ORTHOMCL809
100038107	1155	ORTHOMCL8239
100038108	10376	ORTHOMCL75
100038108	112714	ORTHOMCL75
100038108	51807	ORTHOMCL75
100038108	7277	ORTHOMCL75
100038108	7278	ORTHOMCL75
100038108	7846	ORTHOMCL75
100038108	79861	ORTHOMCL75
100038108	84790	ORTHOMCL75
100038109	348093	ORTHOMCL8128
100038110	109	ORTHOMCL8927
100038111	84823	ORTHOMCL10353
100038113	51596	ORTHOMCL5677
100038114	3624	ORTHOMCL10316
100038115	27164	ORTHOMCL810
100038116	23039	ORTHOMCL4713
100038116	64901	ORTHOMCL4713
100038120	57018	ORTHOMCL4387
100038121	11335	ORTHOMCL1119
100038122	2017	ORTHOMCL3384
100038123	10376	ORTHOMCL75
100038123	112714	ORTHOMCL75
100038123	51807	ORTHOMCL75
100038123	7277	ORTHOMCL75
100038123	7278	ORTHOMCL75
100038123	7846	ORTHOMCL75
100038123	79861	ORTHOMCL75
100038123	84790	ORTHOMCL75
100038125	51696	ORTHOMCL2931
100038128	10952	ORTHOMCL9402
100038129	11151	ORTHOMCL308
100038129	23603	ORTHOMCL308
100038129	57175	ORTHOMCL308
100038129	84940	ORTHOMCL308
100038130	4116	ORTHOMCL7167
100038131	4189	ORTHOMCL7580
100038134	114791	ORTHOMCL4685
100038137	143686	ORTHOMCL5371
100038141	51111	ORTHOMCL8790
100038142	1123	ORTHOMCL1991
100038142	1124	ORTHOMCL1991
100038146	3798	ORTHOMCL606
100038146	3799	ORTHOMCL606
100038146	3800	ORTHOMCL606
100038147	8650	ORTHOMCL1596
100038148	9254	ORTHOMCL4698
100038149	9555	ORTHOMCL4733
100038150	5203	ORTHOMCL7802
100038152	5465	ORTHOMCL687
100038152	5467	ORTHOMCL687
100038154	5789	ORTHOMCL6
100038154	5792	ORTHOMCL6
100038154	5802	ORTHOMCL6
100038156	5311	ORTHOMCL5628
100038158	124540	ORTHOMCL536
100038159	6902	ORTHOMCL10264
100038162	7167	ORTHOMCL10429
100038163	9575	ORTHOMCL8361
100038164	1958	ORTHOMCL9530
100038167	7543	ORTHOMCL5240
100038167	7544	ORTHOMCL5240
100038172	3716	ORTHOMCL9226
100038174	9444	ORTHOMCL465
100038176	7852	ORTHOMCL9001
100038177	57507	ORTHOMCL1035
100038178	10507	ORTHOMCL5406
100038181	9031	ORTHOMCL8077
100038183	7182	ORTHOMCL1980
100038184	23221	ORTHOMCL373
100038184	9886	ORTHOMCL373
100038185	53339	ORTHOMCL972
100038185	55643	ORTHOMCL972
100038187	8227	ORTHOMCL8918
100038189	2266	ORTHOMCL10220
100038194	57154	ORTHOMCL1039
100038194	64750	ORTHOMCL1039
100038195	2035	ORTHOMCL252
100038196	116039	ORTHOMCL5845
100038202	5154	ORTHOMCL1067
100038204	54769	ORTHOMCL9130
100038206	2140	ORTHOMCL1425
100038208	79192	ORTHOMCL8591
100038209	6660	ORTHOMCL2214
100038210	8831	ORTHOMCL177
100038212	5075	ORTHOMCL10438
100038214	9044	ORTHOMCL10350
100038215	5306	ORTHOMCL5384
100038217	171177	ORTHOMCL8823
100038218	79739	ORTHOMCL5759
100038219	421	ORTHOMCL561
100038222	3192	ORTHOMCL4283
100038224	1111	ORTHOMCL3398
100038226	8939	ORTHOMCL4253
100038229	11030	ORTHOMCL2271
100038230	9521	ORTHOMCL8250
100038231	51560	ORTHOMCL7892
100038232	10094	ORTHOMCL9467
100038237	25836	ORTHOMCL2110
100038240	5286	ORTHOMCL4570
100038243	29087	ORTHOMCL990
100038244	6558	ORTHOMCL1125
100038252	11059	ORTHOMCL440
100038252	11060	ORTHOMCL440
100038252	83737	ORTHOMCL440
100038254	56605	ORTHOMCL5614
100038255	11059	ORTHOMCL440
100038255	11060	ORTHOMCL440
100038255	83737	ORTHOMCL440
100038256	24144	ORTHOMCL2002
100038257	160	ORTHOMCL671
100038257	161	ORTHOMCL671
100038259	23213	ORTHOMCL475
100038260	64864	ORTHOMCL3229
100038261	7472	ORTHOMCL3426
100038261	7482	ORTHOMCL3426
100038262	59353	ORTHOMCL8714
100038264	388650	ORTHOMCL3221
100038265	1389	ORTHOMCL9849
100038266	10605	ORTHOMCL4573
100038268	5580	ORTHOMCL1086
100038268	5588	ORTHOMCL1086
100038270	84188	ORTHOMCL2320
100038271	56965	ORTHOMCL1104
100038271	79668	ORTHOMCL1104
100038272	64968	ORTHOMCL9351
100038274	7855	ORTHOMCL3168
100038274	8325	ORTHOMCL3168
100038277	1289	ORTHOMCL114
100038277	1301	ORTHOMCL114
100038277	1302	ORTHOMCL114
100038280	64429	ORTHOMCL1891
100038282	23516	ORTHOMCL2154
100038283	2770	ORTHOMCL174
100038283	2771	ORTHOMCL174
100038283	2773	ORTHOMCL174
100038283	2775	ORTHOMCL174
100038283	2779	ORTHOMCL174
100038283	2780	ORTHOMCL174
100038283	346562	ORTHOMCL174
100038284	10166	ORTHOMCL1905
100038284	83884	ORTHOMCL1905
100038285	2710	ORTHOMCL1507
100038285	2712	ORTHOMCL1507
100038285	2713	ORTHOMCL1507
100038286	2785	ORTHOMCL8129
100038287	84316	ORTHOMCL8413
100038290	4760	ORTHOMCL8752
100038291	4684	ORTHOMCL655
100038293	7153	ORTHOMCL2162
100038293	7155	ORTHOMCL2162
100038295	200185	ORTHOMCL8274
100038297	378708	ORTHOMCL10309
100038298	23452	ORTHOMCL4693
100038299	55656	ORTHOMCL8615
100038300	5648	ORTHOMCL3415
100038301	22920	ORTHOMCL5188
100038302	6622	ORTHOMCL3569
100038303	55052	ORTHOMCL7951
100101657	253782	ORTHOMCL1529
100101657	91012	ORTHOMCL1529
100101659	6304	ORTHOMCL1604
100101661	90139	ORTHOMCL5077
100101662	117154	ORTHOMCL1131
100101664	10527	ORTHOMCL5202
100101670	2990	ORTHOMCL7451
100101671	10993	ORTHOMCL7165
100101673	55823	ORTHOMCL8379
100101674	7174	ORTHOMCL5848
100101675	8736	ORTHOMCL1866
100101677	1387	ORTHOMCL9500
100101680	79109	ORTHOMCL4705
100101681	2063	ORTHOMCL269
100101681	7025	ORTHOMCL269
100101681	7026	ORTHOMCL269
100101682	4929	ORTHOMCL5362
100101684	2103	ORTHOMCL386
100101684	2104	ORTHOMCL386
100101685	22866	ORTHOMCL2165
100101686	9863	ORTHOMCL766
100101687	10085	ORTHOMCL5490
100101688	1141	ORTHOMCL3157
100101688	1143	ORTHOMCL3157
100101689	10664	ORTHOMCL9911
100101690	64771	ORTHOMCL8383
100101691	1163	ORTHOMCL7822
100101693	9915	ORTHOMCL3015
100101694	4038	ORTHOMCL9313
100101695	83658	ORTHOMCL7679
100101696	9374	ORTHOMCL7913
100101697	28514	ORTHOMCL8449
100101700	6663	ORTHOMCL4383
100101701	8829	ORTHOMCL7449
100101702	6495	ORTHOMCL8933
100101703	6474	ORTHOMCL4360
100101704	9464	ORTHOMCL5271
100101705	4990	ORTHOMCL9977
100101708	3975	ORTHOMCL2964
100101708	64211	ORTHOMCL2964
100101710	64881	ORTHOMCL9555
100101711	26585	ORTHOMCL9148
100101712	2295	ORTHOMCL7211
100101713	5087	ORTHOMCL336
100101713	5089	ORTHOMCL336
100101713	5090	ORTHOMCL336
100101715	8403	ORTHOMCL9196
100101716	1634	ORTHOMCL5139
100101717	8828	ORTHOMCL3005
100101719	6934	ORTHOMCL32
100101719	83439	ORTHOMCL32
100101723	1948	ORTHOMCL10112
100101725	11031	ORTHOMCL9135
100101726	5881	ORTHOMCL7448
100101728	10426	ORTHOMCL4312
100101729	10439	ORTHOMCL647
100101729	118427	ORTHOMCL647
100101729	93145	ORTHOMCL647
100101730	51390	ORTHOMCL7287
100101738	27254	ORTHOMCL1890
100101739	84894	ORTHOMCL650
100101741	408	ORTHOMCL1122
100101741	409	ORTHOMCL1122
100101742	93986	ORTHOMCL287
100101745	25794	ORTHOMCL9233
100101748	26037	ORTHOMCL2806
100101750	1745	ORTHOMCL7289
100101751	286887	ORTHOMCL385
100101751	338785	ORTHOMCL385
100101751	3852	ORTHOMCL385
100101751	3853	ORTHOMCL385
100101751	3854	ORTHOMCL385
100101751	3855	ORTHOMCL385
100101751	3856	ORTHOMCL385
100101751	9119	ORTHOMCL385
100101752	22828	ORTHOMCL3078
100101755	23450	ORTHOMCL4980
100101756	5438	ORTHOMCL9579
100101757	9354	ORTHOMCL5056
100101759	55661	ORTHOMCL9784
100101761	9975	ORTHOMCL4792
100101762	133308	ORTHOMCL8736
100101763	3175	ORTHOMCL5023
100101764	6885	ORTHOMCL1547
100101766	1432	ORTHOMCL1939
100101766	5600	ORTHOMCL1939
100101767	81621	ORTHOMCL9519
100101769	5584	ORTHOMCL1109
100101769	5590	ORTHOMCL1109
100101770	157567	ORTHOMCL5762
100101771	815	ORTHOMCL3
100101771	816	ORTHOMCL3
100101771	817	ORTHOMCL3
100101771	818	ORTHOMCL3
100101772	8577	ORTHOMCL9079
100101773	5127	ORTHOMCL438
100101773	5128	ORTHOMCL438
100101773	5129	ORTHOMCL438
100101775	25928	ORTHOMCL10096
100101778	23746	ORTHOMCL8217
100101781	8140	ORTHOMCL4368
100101784	10736	ORTHOMCL4590
100101785	5764	ORTHOMCL5410
100101786	5865	ORTHOMCL5363
100101787	7088	ORTHOMCL133
100101787	7089	ORTHOMCL133
100101787	7090	ORTHOMCL133
100101787	7091	ORTHOMCL133
100101788	23531	ORTHOMCL5120
100101789	2737	ORTHOMCL3331
100101790	4286	ORTHOMCL9078
100101791	10125	ORTHOMCL3443
100101792	5525	ORTHOMCL241
100101792	5526	ORTHOMCL241
100101792	5527	ORTHOMCL241
100101792	5528	ORTHOMCL241
100101792	5529	ORTHOMCL241
100101794	6599	ORTHOMCL669
100101794	6601	ORTHOMCL669
100101795	3191	ORTHOMCL8817
100101796	10120	ORTHOMCL4704
100101796	10121	ORTHOMCL4704
100101797	6594	ORTHOMCL2960
100101797	8467	ORTHOMCL2960
100101799	7088	ORTHOMCL133
100101799	7089	ORTHOMCL133
100101799	7090	ORTHOMCL133
100101799	7091	ORTHOMCL133
100101803	54885	ORTHOMCL3287
100101804	2257	ORTHOMCL9367
100101805	2169	ORTHOMCL10182
100113366	3215	ORTHOMCL10108
100124299	219541	ORTHOMCL4277
100124302	7874	ORTHOMCL5488
100124303	9039	ORTHOMCL2031
100124304	92181	ORTHOMCL9953
100124306	7552	ORTHOMCL1310
100124307	9781	ORTHOMCL5753
100124308	51377	ORTHOMCL7177
100124313	57695	ORTHOMCL2056
100124316	390259	ORTHOMCL9171
100124317	59286	ORTHOMCL7075
100124319	6478	ORTHOMCL5398
100124320	3216	ORTHOMCL8431
100124324	11065	ORTHOMCL9340
100124326	51094	ORTHOMCL833
100124326	79602	ORTHOMCL833
100124329	8929	ORTHOMCL4611
100124330	255488	ORTHOMCL2275
100124509	55153	ORTHOMCL7412
100124655	129642	ORTHOMCL5389
100124656	160335	ORTHOMCL3593
100124657	9873	ORTHOMCL1389
100124701	26011	ORTHOMCL157
100124701	55714	ORTHOMCL157
100124701	57451	ORTHOMCL157
100124702	388403	ORTHOMCL10266
100124706	51114	ORTHOMCL4602
100124707	11123	ORTHOMCL8157
100124708	2560	ORTHOMCL988
100124708	2561	ORTHOMCL988
100124708	2562	ORTHOMCL988
100124711	1107	ORTHOMCL204
100124711	1108	ORTHOMCL204
100124711	26038	ORTHOMCL204
100124712	29985	ORTHOMCL2820
100124714	22982	ORTHOMCL115
100124714	23181	ORTHOMCL115
100124714	57609	ORTHOMCL115
100124715	84440	ORTHOMCL9302
100124716	6091	ORTHOMCL508
100124717	221687	ORTHOMCL1064
100124719	8661	ORTHOMCL10172
100124721	26524	ORTHOMCL3016
100124722	5097	ORTHOMCL830
100124723	4355	ORTHOMCL4465
100124725	11128	ORTHOMCL9634
100124728	22999	ORTHOMCL153
100124729	7782	ORTHOMCL10095
100124730	8618	ORTHOMCL34
100124730	93664	ORTHOMCL34
100124731	22941	ORTHOMCL504
100124732	8659	ORTHOMCL10251
100124737	1821	ORTHOMCL2326
100124738	2078	ORTHOMCL392
100124738	2313	ORTHOMCL392
100124739	104	ORTHOMCL2222
100124740	123096	ORTHOMCL3463
100124741	55454	ORTHOMCL567
100124744	80723	ORTHOMCL9605
100124745	50859	ORTHOMCL2944
100124747	64746	ORTHOMCL4996
100124748	3708	ORTHOMCL213
100124748	3709	ORTHOMCL213
100124749	3710	ORTHOMCL9022
100124751	10197	ORTHOMCL5569
100124752	3098	ORTHOMCL1124
100124752	3099	ORTHOMCL1124
100124752	80201	ORTHOMCL1124
100124754	10188	ORTHOMCL232
100124755	5298	ORTHOMCL7232
100124756	8906	ORTHOMCL1927
100124757	124935	ORTHOMCL4595
100124759	5549	ORTHOMCL8009
100124760	80325	ORTHOMCL4888
100124763	23286	ORTHOMCL9388
100124764	93627	ORTHOMCL7837
100124765	1607	ORTHOMCL4313
100124766	3798	ORTHOMCL606
100124766	3799	ORTHOMCL606
100124766	3800	ORTHOMCL606
100124768	8936	ORTHOMCL10435
100124770	9049	ORTHOMCL5418
100124773	5028	ORTHOMCL9677
100124774	123283	ORTHOMCL1521
100124774	6897	ORTHOMCL1521
100124776	6397	ORTHOMCL661
100124776	9717	ORTHOMCL661
100124777	6925	ORTHOMCL284
100124778	586	ORTHOMCL3450
100124779	10165	ORTHOMCL783
100124779	8604	ORTHOMCL783
100124780	23659	ORTHOMCL5182
100124782	8487	ORTHOMCL7264
100124785	90624	ORTHOMCL9709
100124786	4635	ORTHOMCL8980
100124791	7391	ORTHOMCL7373
100124792	51466	ORTHOMCL1906
100124794	10608	ORTHOMCL9504
100124796	9306	ORTHOMCL9253
100124797	9798	ORTHOMCL9019
100124800	23057	ORTHOMCL8252
100124801	115426	ORTHOMCL2972
100124802	11321	ORTHOMCL8693
100124803	155066	ORTHOMCL9675
100124807	4695	ORTHOMCL8891
100124808	10218	ORTHOMCL10498
100124809	3982	ORTHOMCL9626
100124811	10398	ORTHOMCL5553
100124819	26576	ORTHOMCL4822
100124822	81502	ORTHOMCL5532
100124827	5148	ORTHOMCL4746
100124828	10815	ORTHOMCL4961
100124832	441250	ORTHOMCL4420
100124832	55253	ORTHOMCL4420
100124833	28984	ORTHOMCL8373
100124835	84141	ORTHOMCL2859
100124836	79575	ORTHOMCL9912
100124837	10439	ORTHOMCL647
100124837	118427	ORTHOMCL647
100124837	93145	ORTHOMCL647
100124838	8131	ORTHOMCL839
100124840	25911	ORTHOMCL7671
100124843	2770	ORTHOMCL174
100124843	2771	ORTHOMCL174
100124843	2773	ORTHOMCL174
100124843	2775	ORTHOMCL174
100124843	2779	ORTHOMCL174
100124843	2780	ORTHOMCL174
100124843	346562	ORTHOMCL174
100124845	144402	ORTHOMCL994
100124845	151835	ORTHOMCL994
100124845	57699	ORTHOMCL994
100124849	5686	ORTHOMCL10294
100124854	14	ORTHOMCL7131
100124855	1816	ORTHOMCL5348
100124856	58527	ORTHOMCL4511
100124858	64129	ORTHOMCL5014
100124860	123879	ORTHOMCL3336
100124862	5156	ORTHOMCL3489
100124863	2978	ORTHOMCL8925
100124865	1281	ORTHOMCL8888
100124869	285282	ORTHOMCL9424
100124870	1282	ORTHOMCL10141
100124871	9139	ORTHOMCL2983
100124873	51537	ORTHOMCL4910
100124873	NA	ORTHOMCL4910
100124877	55217	ORTHOMCL8476
100124881	150737	ORTHOMCL3380
100124881	92104	ORTHOMCL3380
100124882	4885	ORTHOMCL8310
100124886	29919	ORTHOMCL7741
100124887	23246	ORTHOMCL9410
100124892	64928	ORTHOMCL5333
100124893	1902	ORTHOMCL3222
100124894	51559	ORTHOMCL751
100124894	64943	ORTHOMCL751
100124895	5899	ORTHOMCL8288
100124898	338599	ORTHOMCL1430
100124900	6247	ORTHOMCL5154
100124901	3625	ORTHOMCL10145
100124903	353116	ORTHOMCL3218
100124904	10979	ORTHOMCL1024
100124905	2645	ORTHOMCL5058
100124908	10007	ORTHOMCL1983
100124908	132789	ORTHOMCL1983
100124909	3764	ORTHOMCL2176
100124909	3767	ORTHOMCL2176
100124910	2260	ORTHOMCL94
100124910	2261	ORTHOMCL94
100124910	2263	ORTHOMCL94
100124910	2264	ORTHOMCL94
100124913	200894	ORTHOMCL4739
100124916	143458	ORTHOMCL7602
100124917	5956	ORTHOMCL1900
100124917	728458	ORTHOMCL1900
100124920	11245	ORTHOMCL8731
100124921	64850	ORTHOMCL4838
100124921	85007	ORTHOMCL4838
100124922	54878	ORTHOMCL3344
100124925	4857	ORTHOMCL1078
100124926	84216	ORTHOMCL8643
100124929	2962	ORTHOMCL767
100124930	50651	ORTHOMCL7774
100124931	1606	ORTHOMCL566
100124933	92922	ORTHOMCL2352
100124935	112755	ORTHOMCL10165
100124939	441478	ORTHOMCL10117
100124945	3329	ORTHOMCL7457
100124947	5906	ORTHOMCL8601
100124949	57689	ORTHOMCL1037
100124949	94030	ORTHOMCL1037
100124952	51101	ORTHOMCL4621
100124953	140689	ORTHOMCL8008
100124954	56952	ORTHOMCL4486
100124955	1973	ORTHOMCL964
100124955	1974	ORTHOMCL964
100124955	9775	ORTHOMCL964
100124956	2218	ORTHOMCL8166
100124957	NA	ORTHOMCL1128
100124958	84312	ORTHOMCL10345
100124960	7429	ORTHOMCL5705
100124962	25817	ORTHOMCL4332
100124963	55819	ORTHOMCL5608
100124964	54886	ORTHOMCL3170
100124966	10243	ORTHOMCL128
100124968	8303	ORTHOMCL3225
100124969	9270	ORTHOMCL3404
100124970	29883	ORTHOMCL4676
100124972	23731	ORTHOMCL3061
100124973	149175	ORTHOMCL5013
100124983	11320	ORTHOMCL8634
100124984	4045	ORTHOMCL215
100124985	5099	ORTHOMCL2111
100124987	94101	ORTHOMCL4773
100124988	51559	ORTHOMCL751
100124988	64943	ORTHOMCL751
100124992	6509	ORTHOMCL10318
100124993	4161	ORTHOMCL7586
100124994	22954	ORTHOMCL5177
100124995	55203	ORTHOMCL9890
100124996	10788	ORTHOMCL1934
100124996	8826	ORTHOMCL1934
100124997	114798	ORTHOMCL9201
100124998	3754	ORTHOMCL8075
100124999	7226	ORTHOMCL10416
100125000	26086	ORTHOMCL875
100125001	84895	ORTHOMCL10225
100125003	79989	ORTHOMCL5207
100125006	11080	ORTHOMCL4828
100125008	246330	ORTHOMCL2107
100125008	57161	ORTHOMCL2107
100125008	57162	ORTHOMCL2107
100125009	9258	ORTHOMCL4321
100125012	144402	ORTHOMCL994
100125012	151835	ORTHOMCL994
100125012	57699	ORTHOMCL994
100125013	57381	ORTHOMCL7789
100125014	79625	ORTHOMCL3498
100125015	3750	ORTHOMCL1047
100125015	3751	ORTHOMCL1047
100125015	3752	ORTHOMCL1047
100125017	148362	ORTHOMCL4398
100125018	2356	ORTHOMCL5313
100125019	146330	ORTHOMCL4765
100125020	403313	ORTHOMCL10010
100125021	51069	ORTHOMCL7102
100125022	10658	ORTHOMCL28
100125022	10659	ORTHOMCL28
100125024	10369	ORTHOMCL7181
100125025	2309	ORTHOMCL8534
100125026	9776	ORTHOMCL2259
100125027	2560	ORTHOMCL988
100125027	2561	ORTHOMCL988
100125027	2562	ORTHOMCL988
100125028	64168	ORTHOMCL8809
100125030	388228	ORTHOMCL3185
100125032	9699	ORTHOMCL23
100125033	23229	ORTHOMCL1538
100125034	151011	ORTHOMCL70
100125034	23157	ORTHOMCL70
100125034	23176	ORTHOMCL70
100125034	346288	ORTHOMCL70
100125034	55752	ORTHOMCL70
100125035	51088	ORTHOMCL991
100125035	56062	ORTHOMCL991
100125035	57626	ORTHOMCL991
100125036	83733	ORTHOMCL1936
100125040	84959	ORTHOMCL8126
100125041	6733	ORTHOMCL840
100125042	119	ORTHOMCL9242
100125045	8727	ORTHOMCL4416
100125047	124930	ORTHOMCL1075
100125047	338692	ORTHOMCL1075
100125048	3769	ORTHOMCL7718
100125050	476	ORTHOMCL433
100125050	477	ORTHOMCL433
100125050	478	ORTHOMCL433
100125050	479	ORTHOMCL433
100125050	480	ORTHOMCL433
100125050	495	ORTHOMCL433
100125052	2890	ORTHOMCL95
100125052	2891	ORTHOMCL95
100125052	2892	ORTHOMCL95
100125052	2893	ORTHOMCL95
100125053	9701	ORTHOMCL251
100125054	10938	ORTHOMCL444
